player,position,club,team,minutes,minutes_90s,goals,assists,goals_per90,assists_per90,xg,xg_assist_per90,xg_per90,cards_yellow,cards_red,tackles_won,interceptions,blocked_passes,blocked_shots,clearances
Ahmed Alaaeldin,FW,Al-Gharafa Sports Club,Qatar,6,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Hwang In-beom,MF,Olympiacos,Korea Republic,334,3.7,0,0,0.0,0.0,0.2,0.02,0.06,0,0,3,3,1,0,2
Mathias Jensen,MF,Brentford,Denmark,84,0.9,0,0,0.0,0.0,0.1,0.38,0.11,1,0,0,0,2,0,0
Rodri,DF,Manchester City,Spain,390,4.3,0,0,0.0,0.0,0.0,0.04,0.01,0,0,2,3,1,2,9
Unai Simón,GK,Athletic Club,Spain,390,4.3,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
Carlos Soler,MF,Paris S-G,Spain,92,1.0,1,0,0.98,0.0,0.5,0.26,0.78,0,0,0,0,0,0,0
Héctor Herrera,MF,Houston Dynamo,Mexico,160,1.8,0,0,0.0,0.0,0.0,0.06,0.0,1,0,3,3,1,0,0
Kim Min-jae,DF,Napoli,Korea Republic,269,3.0,0,0,0.0,0.0,0.1,0.0,0.03,0,0,1,2,4,1,8
Rasmus Nissen,DF,Leeds United,Denmark,224,2.5,0,0,0.0,0.0,0.0,0.01,0.0,1,0,7,1,2,1,7
Jakub Kamiński,MF,Wolfsburg,Poland,233,2.6,0,0,0.0,0.0,0.4,0.09,0.14,0,0,1,0,3,1,2
Joško Gvardiol,DF,RB Leipzig,Croatia,690,7.7,1,0,0.13,0.0,0.1,0.01,0.02,0,0,6,11,4,4,37
Luka Jović,FW,Fiorentina,Serbia,36,0.4,0,0,0.0,0.0,0.1,0.4,0.13,1,0,0,1,1,0,0
Alphonso Davies,MF,Bayern Munich,Canada,270,3.0,1,0,0.33,0.0,1.1,0.17,0.36,1,0,1,3,5,0,1
Jordan Henderson,MF,Liverpool,England,271,3.0,1,0,0.33,0.0,0.2,0.11,0.05,0,0,2,1,2,1,0
Takehiro Tomiyasu,DF,Arsenal,Japan,187,2.1,0,0,0.0,0.0,0.0,0.11,0.0,0,0,0,0,0,2,7
Axel Disasi,DF,Monaco,France,92,1.0,0,0,0.0,0.0,0.1,0.0,0.07,0,0,2,3,0,0,4
Aymeric Laporte,DF,Manchester City,Spain,300,3.3,0,0,0.0,0.0,0.0,0.01,0.01,1,0,0,3,0,0,7
Daniel Chacón,MF,CS Cartaginés,Costa Rica,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
Matías Vecino,MF,Lazio,Uruguay,195,2.2,0,0,0.0,0.0,0.1,0.0,0.05,0,0,3,4,4,2,1
Maxi Gómez,FW,Trabzonspor,Uruguay,30,0.3,0,0,0.0,0.0,0.1,0.0,0.26,0,0,0,0,0,0,0
Aaron Mooy,MF,Celtic,Australia,360,4.0,0,0,0.0,0.0,0.0,0.02,0.01,1,0,6,3,2,4,9
Salem Al-Dawsari,MF,Al-Hilal,Saudi Arabia,270,3.0,2,0,0.67,0.0,1.8,0.08,0.59,1,0,4,1,1,0,2
Ali Al Hassan,MF,Al-Nassr,Saudi Arabia,45,0.5,0,0,0.0,0.0,0.1,0.0,0.15,1,0,1,0,1,1,1
André Ayew,MF,Al Sadd SC,Ghana,198,2.2,1,0,0.45,0.0,1.1,0.0,0.52,1,0,1,0,1,0,3
Edinson Cavani,FW,Valencia,Uruguay,124,1.4,0,0,0.0,0.0,0.3,0.5,0.21,1,0,0,0,0,0,0
Jawad El Yamiq,DF,Valladolid,Morocco,309,3.4,0,0,0.0,0.0,0.1,0.0,0.03,0,0,2,5,0,6,17
Bukayo Saka,FW,Arsenal,England,288,3.2,3,0,0.94,0.0,0.6,0.2,0.2,0,0,4,2,4,1,2
Diego Godín,DF,Vélez Sarsf,Uruguay,151,1.7,0,0,0.0,0.0,0.1,0.0,0.03,0,0,0,1,0,0,9
Mohamed Ali Ben Romdhane,MF,Espérance de Tunis,Tunisia,73,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,1,0,0
Remo Freuler,MF,Nott'ham Forest,Switzerland,323,3.6,1,0,0.28,0.0,0.5,0.0,0.14,0,0,5,3,3,0,3
Rónald Matarrita,DF,FC Cincinnati,Costa Rica,26,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Sofiane Boufal,FW,Angers,Morocco,475,5.3,0,0,0.0,0.0,0.3,0.06,0.05,1,0,5,2,9,0,1
Xherdan Shaqiri,FW,Chicago Fire,Switzerland,229,2.5,1,1,0.39,0.39,0.3,0.35,0.12,0,0,0,0,0,0,0
Gregor Kobel,GK,Dortmund,Switzerland,90,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Matt Turner,GK,Arsenal,United States,360,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
William Carvalho,MF,Betis,Portugal,215,2.4,0,0,0.0,0.0,0.1,0.0,0.03,0,0,5,0,2,0,3
Dani Carvajal,DF,Real Madrid,Spain,135,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,0,0,1
Pathé Ciss,MF,Rayo Vallecano,Senegal,146,1.6,0,0,0.0,0.0,0.0,0.0,0.02,1,0,3,2,0,1,4
Romain Saïss,DF,Beşiktaş,Morocco,466,5.2,1,0,0.19,0.0,0.8,0.0,0.16,1,0,2,3,2,1,30
Brandon Aguilera,MF,Asociación Deportiva Guanacasteca,Costa Rica,90,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
Matías Viña,DF,Roma,Uruguay,17,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,0
Saud Abdulhamid,DF,Al-Hilal,Saudi Arabia,270,3.0,0,0,0.0,0.0,0.0,0.02,0.01,1,0,2,2,3,0,6
Abdullah Madu,DF,Al-Nassr,Saudi Arabia,45,0.5,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,2,2
Antoine Semenyo,FW,Bristol City,Ghana,20,0.2,0,0,0.0,0.0,0.0,0.0,0.22,0,0,0,0,0,0,0
Weston McKennie,MF,Juventus,United States,271,3.0,0,0,0.0,0.0,0.4,0.13,0.13,1,0,1,0,4,0,5
Pape Matar Sarr,MF,Tottenham,Senegal,59,0.7,0,0,0.0,0.0,0.1,0.05,0.18,0,0,2,0,1,0,2
Selim Amallah,MF,Standard Liège,Morocco,409,4.5,0,0,0.0,0.0,0.2,0.02,0.05,1,0,9,8,5,1,3
Thiago Almada,MF,Atlanta Utd,Argentina,7,0.1,0,0,0.0,0.0,0.0,3.16,0.0,0,0,0,0,0,0,0
Daley Blind,DF,Ajax,Netherlands,423,4.7,1,1,0.21,0.21,0.4,0.1,0.08,0,0,9,5,5,1,4
Jordan Morris,FW,Seattle,United States,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Michy Batshuayi,FW,Fenerbahçe,Belgium,151,1.7,1,0,0.6,0.0,0.8,0.03,0.45,0,0,0,0,1,0,0
Ali Abdi,DF,Caen,Tunisia,188,2.1,0,0,0.0,0.0,0.0,0.02,0.0,1,0,5,4,1,0,13
Christian Nørgaard,MF,Brentford,Denmark,6,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Riyadh Sharahili,MF,Abha,Saudi Arabia,54,0.6,0,0,0.0,0.0,0.0,0.05,0.0,0,0,0,2,0,1,4
Sebastián Coates,DF,Sporting CP,Uruguay,180,2.0,0,0,0.0,0.0,0.1,0.0,0.05,1,0,0,1,2,1,6
Sultan Al-Ghanam,DF,Al-Nassr,Saudi Arabia,126,1.4,0,0,0.0,0.0,0.2,0.05,0.12,0,0,0,2,2,1,3
Jeong Woo-yeong,MF,Freiburg,Korea Republic,45,0.5,0,0,0.0,0.0,0.0,0.0,0.06,0,0,0,0,0,0,1
Lisandro Martínez,DF,Manchester Utd,Argentina,303,3.4,0,0,0.0,0.0,0.1,0.21,0.04,1,0,2,3,2,1,14
Mathew Ryan,GK,FC Copenhagen,Australia,360,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6
Nicolas Nkoulou,DF,Aris,Cameroon,180,2.0,0,1,0.0,0.5,0.3,0.0,0.14,1,0,0,5,2,0,8
Miki Yamane,DF,Kawa Frontale,Japan,61,0.7,0,0,0.0,0.0,0.0,0.11,0.0,1,0,0,2,2,0,0
Tim Ream,DF,Fulham,United States,360,4.0,0,0,0.0,0.0,0.3,0.0,0.07,1,0,3,4,1,1,12
Jung Woo-young,MF,Al Sadd SC,Korea Republic,303,3.4,0,0,0.0,0.0,0.0,0.04,0.01,2,0,4,3,2,1,7
Nicolás De La Cruz,MF,River Plate,Uruguay,38,0.4,0,0,0.0,0.0,0.0,0.0,0.09,0,0,0,0,0,0,0
Abdulrahman Al-Aboud,MF,Al-Ittihad,Saudi Arabia,35,0.4,0,0,0.0,0.0,0.1,0.06,0.18,0,0,3,0,0,0,0
Krystian Bielik,MF,Derby County,Poland,216,2.4,0,0,0.0,0.0,0.2,0.0,0.07,0,0,3,5,1,0,6
Abdessamad Ezzalzouli,FW,Osasuna,Morocco,93,1.0,0,0,0.0,0.0,0.1,0.39,0.09,0,0,2,0,3,1,3
Alejandro Balde,DF,Barcelona,Spain,126,1.4,0,0,0.0,0.0,0.0,0.0,0.04,0,0,6,0,2,0,2
Andrej Kramarić,FW,Hoffenheim,Croatia,474,5.3,2,0,0.38,0.0,1.6,0.04,0.31,0,0,2,0,6,0,0
Héctor Moreno,DF,Monterrey,Mexico,270,3.0,0,0,0.0,0.0,0.2,0.01,0.06,1,0,1,1,1,1,4
Kai Havertz,FW,Chelsea,Germany,102,1.1,2,0,1.76,0.0,1.4,0.17,1.19,0,0,1,1,0,0,0
Leroy Sané,FW,Bayern Munich,Germany,111,1.2,0,1,0.0,0.81,0.1,1.44,0.09,0,0,1,0,2,0,1
Matthijs de Ligt,DF,Bayern Munich,Netherlands,91,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,4
Artur Jędrzejczyk,DF,Legia Warsaw,Poland,19,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
Fran Karačić,DF,Brescia,Australia,93,1.0,0,0,0.0,0.0,0.2,0.09,0.17,0,0,1,2,1,1,3
Jhegson Méndez,MF,Los Angeles FC,Ecuador,180,2.0,0,0,0.0,0.0,0.0,0.07,0.0,2,0,2,1,4,0,1
Lawrence Ati-Zigi,GK,St. Gallen,Ghana,270,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Marco Asensio,FW,Real Madrid,Spain,229,2.5,1,0,0.39,0.0,1.2,0.02,0.48,0,0,1,0,1,0,0
Marcos Acuña,DF,Sevilla,Argentina,373,4.1,0,0,0.0,0.0,0.1,0.07,0.02,3,0,8,2,7,1,9
Phil Foden,FW,Manchester City,England,258,2.9,1,2,0.35,0.7,1.1,0.2,0.38,0,0,1,1,2,0,0
Ahmad Nourollahi,MF,Al-Ahli Dubai FC,IR Iran,223,2.5,0,0,0.0,0.0,0.1,0.0,0.04,0,0,3,6,3,0,8
Ben Davies,DF,Tottenham,Wales,238,2.6,0,0,0.0,0.0,0.3,0.0,0.13,0,0,2,1,2,2,8
Karim Ansarifard,FW,AC Omonia,IR Iran,35,0.4,0,0,0.0,0.0,0.1,0.2,0.17,0,0,0,1,1,0,0
Kellyn Acosta,MF,Los Angeles FC,United States,43,0.5,0,0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0
Ritsu Doan,FW,Freiburg,Japan,217,2.4,2,0,0.83,0.0,0.5,0.07,0.21,0,0,5,3,3,1,2
Romario Ibarra,MF,Pachuca,Ecuador,68,0.8,0,0,0.0,0.0,0.1,0.0,0.19,0,0,0,1,1,0,2
Keysher Fuller,DF,Club Sport Herediano,Costa Rica,253,2.8,1,0,0.36,0.0,0.4,0.05,0.14,0,0,4,3,2,0,9
Kylian Mbappé,FW,Paris S-G,France,598,6.6,8,2,1.2,0.3,5.2,0.21,0.82,0,0,0,0,0,0,0
Shaquell Moore,DF,Nashville,United States,22,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,3
Gonçalo Ramos,FW,Benfica,Portugal,152,1.7,3,1,1.78,0.59,1.6,0.21,0.93,0,0,1,0,0,0,2
Kamal Miller,DF,CF Montréal,Canada,270,3.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,4,4,0,1,11
Nikola Vlašić,FW,Torino,Croatia,209,2.3,0,0,0.0,0.0,0.4,0.0,0.25,0,0,1,1,2,0,0
Walid Cheddira,FW,Bari,Morocco,64,0.7,0,0,0.0,0.0,0.5,0.0,1.24,2,1,0,0,0,0,2
Mathew Leckie,MF,Melb City,Australia,333,3.7,1,1,0.27,0.27,0.1,0.08,0.04,0,0,4,1,5,0,6
Nampalys Mendy,MF,Leicester City,Senegal,272,3.0,0,0,0.0,0.0,0.1,0.01,0.02,1,0,4,3,4,0,3
Raphinha,FW,Barcelona,Brazil,315,3.5,0,1,0.0,0.29,1.2,0.38,0.35,0,0,6,3,3,0,0
Saad Al Sheeb,GK,Al Sadd SC,Qatar,90,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
Alireza Jahanbakhsh,MF,Feyenoord,IR Iran,59,0.7,0,0,0.0,0.0,0.2,0.0,0.29,2,0,1,1,2,0,0
Charly Rodríguez,MF,Cruz Azul,Mexico,34,0.4,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0
Cyle Larin,FW,Club Brugge,Canada,137,1.5,0,0,0.0,0.0,0.2,0.34,0.16,0,0,0,0,0,0,2
Saman Ghoddos,MF,Brentford,IR Iran,45,0.5,0,0,0.0,0.0,0.2,0.05,0.36,0,0,0,0,0,0,0
Rodrygo,MF,Real Madrid,Brazil,181,2.0,0,1,0.0,0.5,0.4,0.25,0.26,0,0,1,2,5,1,1
Dani Alves,DF,UNAM,Brazil,118,1.3,0,0,0.0,0.0,0.2,0.0,0.14,0,0,4,2,0,1,2
Jorge Eduardo Sánchez,DF,Ajax,Mexico,175,1.9,0,0,0.0,0.0,0.0,0.0,0.01,1,0,0,3,2,0,8
Carlos Gruezo,MF,Augsburg,Ecuador,45,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0
Ivan Perišić,FW,Tottenham,Croatia,669,7.4,1,3,0.13,0.4,0.9,0.12,0.13,0,0,4,7,8,1,12
Jason Cummings,FW,Central Coast,Australia,35,0.4,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Keanu Baccus,MF,St Mirren,Australia,114,1.3,0,0,0.0,0.0,0.0,0.0,0.04,0,0,1,2,5,0,1
Steven Bergwijn,FW,Ajax,Netherlands,213,2.4,0,0,0.0,0.0,0.5,0.0,0.21,1,0,1,0,2,0,0
Jordan Pickford,GK,Everton,England,450,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
Kristijan Jakić,FW,Eint Frankfurt,Croatia,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Mohamed Kanno,MF,Al-Hilal,Saudi Arabia,270,3.0,0,0,0.0,0.0,0.3,0.0,0.1,0,0,2,2,2,1,7
César Azpilicueta,DF,Chelsea,Spain,135,1.5,0,1,0.0,0.67,0.0,0.45,0.0,0,0,0,1,2,0,0
Harry Kane,FW,Tottenham,England,402,4.5,2,3,0.45,0.67,2.7,0.34,0.6,0,0,1,0,1,1,5
João Palhinha,MF,Fulham,Portugal,38,0.4,0,0,0.0,0.0,0.0,0.3,0.06,0,0,1,1,1,0,1
Matty Cash,DF,Aston Villa,Poland,360,4.0,0,0,0.0,0.0,0.0,0.04,0.01,2,0,3,0,5,2,17
Romelu Lukaku,FW,Inter,Belgium,55,0.6,0,0,0.0,0.0,1.7,0.06,2.84,0,0,0,0,0,0,1
Saeid Ezatolahi,MF,Vejle BK,IR Iran,217,2.4,0,0,0.0,0.0,0.1,0.08,0.04,0,0,1,2,3,0,4
Granit Xhaka,MF,Arsenal,Switzerland,360,4.0,0,0,0.0,0.0,0.3,0.02,0.08,1,0,4,2,1,2,7
Mislav Oršić,FW,Dinamo Zagreb,Croatia,162,1.8,1,2,0.56,1.11,0.4,0.68,0.23,0,0,3,0,2,0,1
Mohammed Salisu,DF,Southampton,Ghana,270,3.0,1,0,0.33,0.0,0.8,0.08,0.26,0,0,1,3,1,4,17
Nicolás Otamendi,DF,Benfica,Argentina,690,7.7,0,1,0.0,0.13,0.0,0.02,0.0,2,0,6,9,4,2,24
Wojciech Szczęsny,GK,Juventus,Poland,360,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4
Alexander Djiku,DF,Strasbourg,Ghana,97,1.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,0,0,9
Danny Ward,GK,Leicester City,Wales,94,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Davy Klaassen,MF,Ajax,Netherlands,190,2.1,1,2,0.47,0.95,0.2,0.14,0.11,0,0,2,1,2,0,2
Luka Modrić,MF,Real Madrid,Croatia,653,7.3,0,0,0.0,0.0,0.4,0.11,0.06,1,0,10,10,2,2,3
Denis Odoi,DF,Club Brugge,Ghana,13,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2
Hannibal Mejbri,MF,Birmingham City,Tunisia,11,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
Koke,MF,Atlético Madrid,Spain,52,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Rodrigo De Paul,MF,Atlético Madrid,Argentina,599,6.7,0,0,0.0,0.0,0.9,0.05,0.13,0,0,6,7,8,0,3
Vanja Milinković-Savić,GK,Torino,Serbia,270,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,2
Abderrazak Hamdallah,FW,Al-Ittihad,Morocco,68,0.8,0,0,0.0,0.0,0.4,0.0,0.52,0,0,0,0,0,0,2
Akram Afif,FW,Al Sadd SC,Qatar,270,3.0,0,0,0.0,0.0,0.0,0.1,0.02,1,0,0,0,0,0,0
Andreas Skov Olsen,FW,Club Brugge,Denmark,132,1.5,0,0,0.0,0.0,0.2,0.0,0.16,0,0,0,1,2,1,0
Kwon Kyung-won,DF,Gamba Osaka,Korea Republic,91,1.0,0,0,0.0,0.0,0.0,0.0,0.02,0,0,0,2,0,1,5
Yahya Attiat Allah,DF,Wydad Casablanca,Morocco,318,3.5,0,1,0.0,0.28,0.2,0.37,0.07,0,0,2,0,4,0,15
Enzo Fernández,MF,Benfica,Argentina,564,6.3,1,1,0.16,0.16,0.3,0.16,0.05,1,0,15,3,6,1,7
Ismaël Koné,MF,CF Montréal,Canada,109,1.2,0,0,0.0,0.0,0.0,0.05,0.0,0,0,0,0,0,0,0
Casemiro,MF,Manchester Utd,Brazil,390,4.3,1,0,0.23,0.0,0.4,0.04,0.1,1,0,4,7,11,2,5
Jackson Porozo,DF,Troyes,Ecuador,96,1.1,0,0,0.0,0.0,0.1,0.0,0.05,0,0,2,3,1,0,4
Jamie Maclaren,FW,Melb City,Australia,55,0.6,0,0,0.0,0.0,0.0,0.08,0.0,0,0,0,1,0,0,0
Srđan Babić,DF,Almería,Serbia,13,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
Óscar Duarte,DF,Al-Wehda,Costa Rica,270,3.0,0,0,0.0,0.0,0.0,0.09,0.0,1,0,2,6,2,1,15
Félix Torres Caicedo,DF,Santos,Ecuador,270,3.0,0,1,0.0,0.33,0.1,0.15,0.04,0,0,2,4,1,2,10
Ismaila Sarr,FW,Watford,Senegal,344,3.8,1,0,0.26,0.0,1.7,0.11,0.43,0,0,2,2,2,0,1
Luke Shaw,DF,Manchester Utd,England,424,4.7,0,1,0.0,0.21,0.1,0.17,0.02,0,0,1,4,2,0,5
Christian Pulisic,FW,Chelsea,United States,315,3.5,1,2,0.29,0.57,1.1,0.26,0.3,0,0,0,0,2,0,1
Nicola Zalewski,MF,Roma,Poland,65,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Amadou Onana,MF,Everton,Belgium,104,1.2,0,0,0.0,0.0,0.5,0.0,0.4,2,0,1,0,1,0,0
Josip Juranović,DF,Celtic,Croatia,600,6.7,0,1,0.0,0.15,0.0,0.05,0.01,0,0,8,3,2,3,15
Naïm Sliti,MF,Al-Ettifaq,Tunisia,114,1.3,0,0,0.0,0.0,0.1,0.1,0.11,0,0,1,0,0,0,1
Rogelio Funes Mori,FW,Monterrey,Mexico,5,0.1,0,0,0.0,0.0,0.1,0.0,1.23,0,0,0,0,0,0,0
Antonee Robinson,DF,Fulham,United States,359,4.0,0,0,0.0,0.0,0.0,0.07,0.0,0,0,4,7,3,0,8
Carlos Martínez,DF,AD San Carlos,Costa Rica,45,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,1
Cho Guesung,FW,Jeonbuk,Korea Republic,275,3.1,2,0,0.65,0.0,1.1,0.01,0.35,1,0,0,0,3,0,3
Mario Götze,MF,Eint Frankfurt,Germany,36,0.4,0,0,0.0,0.0,0.1,0.29,0.21,0,0,0,0,2,0,0
Jeremy Doku,MF,Rennes,Belgium,19,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Vincent Janssen,FW,Antwerp,Netherlands,86,1.0,0,0,0.0,0.0,0.1,0.04,0.09,0,0,0,0,2,0,1
Abdulelah Al-Amri,DF,Al-Nassr,Saudi Arabia,182,2.0,0,0,0.0,0.0,0.1,0.0,0.03,2,0,0,4,1,1,10
Adrien Rabiot,MF,Juventus,France,483,5.4,1,1,0.19,0.19,1.1,0.16,0.2,1,0,9,10,9,2,6
Ferjani Sassi,MF,Al Duhail SC,Tunisia,48,0.5,0,0,0.0,0.0,0.0,0.0,0.04,1,0,0,1,1,0,0
Fred,MF,Manchester Utd,Brazil,142,1.6,0,0,0.0,0.0,0.3,0.16,0.23,1,0,3,0,0,1,3
Luis Chávez,MF,Pachuca,Mexico,270,3.0,1,0,0.33,0.0,0.3,0.15,0.1,0,0,0,1,6,0,3
Przemysław Frankowski,MF,Lens,Poland,240,2.7,0,0,0.0,0.0,0.0,0.09,0.01,1,0,4,3,0,1,5
Alex Sandro,DF,Juventus,Brazil,190,2.1,0,0,0.0,0.0,0.0,0.04,0.01,0,0,3,3,1,0,9
Diogo Costa,GK,Porto,Portugal,450,5.0,0,0,0.0,0.0,0.0,0.01,0.0,0,0,0,0,0,0,4
