player,position,club,team,minutes,minutes_90s,goals,assists,goals_per90,assists_per90,xg,xg_assist_per90,xg_per90,cards_yellow,cards_red,tackles_won,interceptions,blocked_passes,blocked_shots,clearances
Gonzalo Montiel,DF,Sevilla,Argentina,118,1.3,0,0,0.0,0.0,0.0,0.42,0.02,3,0,2,1,1,0,1
Bartosz Bereszyński,DF,Sampdoria,Poland,341,3.8,0,0,0.0,0.0,0.0,0.0,0.0,1,0,2,2,3,1,17
Christopher Wooh,DF,Rennes,Cameroon,90,1.0,0,0,0.0,0.0,0.0,0.0,0.04,0,0,0,1,1,2,6
Saša Lukić,MF,Torino,Serbia,245,2.7,0,0,0.0,0.0,0.1,0.0,0.02,2,0,0,1,2,0,5
Sofyan Amrabat,MF,Fiorentina,Morocco,660,7.3,0,0,0.0,0.0,0.0,0.01,0.0,1,0,10,6,1,1,10
Atiba Hutchinson,MF,Beşiktaş,Canada,159,1.8,0,0,0.0,0.0,0.1,0.0,0.07,0,0,1,1,3,0,3
Borna Sosa,DF,Stuttgart,Croatia,424,4.7,0,0,0.0,0.0,0.1,0.08,0.01,0,0,6,2,4,0,18
Erick Gutiérrez,MF,PSV Eindhoven,Mexico,49,0.5,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,0,0,1
Marcos Llorente,DF,Atlético Madrid,Spain,120,1.3,0,0,0.0,0.0,0.0,0.0,0.02,0,0,0,0,0,0,0
Chris Mepham,DF,Bournemouth,Wales,270,3.0,0,0,0.0,0.0,0.0,0.07,0.0,1,0,6,1,1,2,16
Néstor Araujo,DF,América,Mexico,90,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,3,0,0,1
César Montes,DF,Monterrey,Mexico,270,3.0,0,1,0.0,0.33,0.2,0.17,0.06,0,0,3,2,0,0,11
Karim Boudiaf,MF,Al Duhail SC,Qatar,185,2.1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,3
Mark-Anthony Kaye,MF,Toronto FC,Canada,59,0.7,0,0,0.0,0.0,0.0,0.0,0.06,0,0,1,0,0,0,0
Raphaël Varane,DF,Manchester Utd,France,518,5.8,0,0,0.0,0.0,0.3,0.0,0.06,0,0,0,6,1,3,15
Youssef En-Nesyri,FW,Sevilla,Morocco,542,6.0,2,0,0.33,0.0,1.2,0.01,0.21,0,0,2,1,5,0,11
Abdelkarim Hassan,DF,Al Sadd SC,Qatar,270,3.0,0,0,0.0,0.0,0.3,0.01,0.1,0,0,3,1,2,1,5
Achraf Dari,DF,Brest,Morocco,187,2.1,1,0,0.48,0.0,0.6,0.0,0.3,1,0,0,5,3,4,9
Moumi Ngamaleu,FW,Dynamo Mosc,Cameroon,95,1.1,0,0,0.0,0.0,0.0,0.15,0.0,0,0,1,0,0,0,0
Alisson,GK,Liverpool,Brazil,379,4.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
Harry Souttar,DF,Stoke City,Australia,360,4.0,0,0,0.0,0.0,0.1,0.01,0.02,0,0,0,6,3,4,22
João Félix,FW,Atlético Madrid,Portugal,331,3.7,1,2,0.27,0.54,0.9,0.1,0.24,1,0,2,1,0,0,1
Sergej Milinković-Savić,MF,Lazio,Serbia,233,2.6,1,0,0.39,0.0,0.2,0.0,0.07,1,0,1,2,3,2,5
Bernardo Silva,MF,Manchester City,Portugal,356,4.0,0,0,0.0,0.0,0.2,0.09,0.04,0,0,2,2,3,0,0
Enner Valencia,FW,Fenerbahçe,Ecuador,255,2.8,3,0,1.06,0.0,2.3,0.1,0.8,0,0,0,1,3,0,2
Ismail Jakobs,DF,Monaco,Senegal,278,3.1,0,1,0.0,0.32,0.0,0.1,0.0,1,0,0,4,3,0,14
Krépin Diatta,FW,Monaco,Senegal,181,2.0,0,0,0.0,0.0,0.1,0.09,0.06,0,0,0,0,1,0,0
Pervis Estupiñán,DF,Brighton,Ecuador,270,3.0,0,0,0.0,0.0,0.1,0.09,0.02,0,0,3,3,3,1,6
Riley McGree,FW,Middlesbrough,Australia,265,2.9,0,1,0.0,0.34,0.1,0.22,0.05,0,0,1,5,5,0,3
Bilal El Khannous,MF,Genk,Morocco,55,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2
Iñaki Williams,FW,Athletic Club,Ghana,270,3.0,0,0,0.0,0.0,0.3,0.07,0.1,0,0,2,0,3,0,2
Jesús Ferreira,FW,FC Dallas,United States,45,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Robert Lewandowski,FW,Barcelona,Poland,360,4.0,2,1,0.5,0.25,2.9,0.1,0.73,0,0,2,1,2,1,8
Benjamin Pavard,DF,Bayern Munich,France,88,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3,0,0
Borna Barišić,DF,Rangers,Croatia,120,1.3,0,0,0.0,0.0,0.0,0.12,0.02,1,0,1,0,1,0,4
Kasper Dolberg,FW,Sevilla,Denmark,114,1.3,0,0,0.0,0.0,0.4,0.05,0.31,0,0,1,0,0,0,1
Manuel Akanji,DF,Manchester City,Switzerland,360,4.0,1,0,0.25,0.0,1.1,0.03,0.28,1,0,2,3,1,3,12
Nathan Aké,DF,Manchester City,Netherlands,479,5.3,0,0,0.0,0.0,0.0,0.0,0.0,1,0,3,8,1,2,20
Pierre Kunde,MF,Olympiacos,Cameroon,131,1.5,0,0,0.0,0.0,0.2,0.05,0.15,1,0,2,4,0,0,4
Thomas Meunier,DF,Dortmund,Belgium,211,2.3,0,0,0.0,0.0,0.2,0.21,0.09,1,0,6,2,1,0,5
Aimen Dahmen,GK,CS Sfaxien,Tunisia,270,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
Aziz Behich,DF,Dundee United,Australia,360,4.0,0,0,0.0,0.0,0.1,0.0,0.03,1,0,3,3,4,2,12
Ghaylène Chaalali,MF,Espérance de Tunis,Tunisia,17,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,1
Declan Rice,MF,West Ham,England,417,4.6,0,0,0.0,0.0,0.0,0.01,0.0,0,0,5,11,1,3,5
Gideon Mensah,DF,Auxerre,Ghana,87,1.0,0,1,0.0,1.03,0.0,0.28,0.0,0,0,1,2,0,1,5
Jan Vertonghen,DF,Anderlecht,Belgium,270,3.0,0,0,0.0,0.0,0.2,0.0,0.06,0,0,0,5,0,2,12
Wahbi Khazri,FW,Montpellier,Tunisia,83,0.9,1,0,1.08,0.0,0.4,0.0,0.47,0,0,0,0,0,0,0
Charles De Ketelaere,FW,Milan,Belgium,16,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Matheus Nunes,MF,Wolves,Portugal,73,0.8,0,0,0.0,0.0,0.0,0.12,0.03,0,0,0,0,1,0,0
Yuki Soma,FW,Grampus,Japan,81,0.9,0,0,0.0,0.0,0.2,0.0,0.21,0,0,0,0,0,0,0
Sam Adekugbe,DF,Hatayspor,Canada,95,1.1,0,0,0.0,0.0,0.0,0.09,0.0,1,0,0,1,1,0,1
Serge Gnabry,FW,Bayern Munich,Germany,263,2.9,1,1,0.34,0.34,1.1,0.51,0.37,0,0,2,2,2,0,3
Aaron Ramsey,MF,Nice,Wales,266,3.0,0,0,0.0,0.0,0.0,0.01,0.01,1,0,0,0,3,1,2
Hassan Al Tambakti,DF,Al-Shabab,Saudi Arabia,180,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,2,3,1,2,6
Jean-Charles Castelletto,DF,Nantes,Cameroon,180,2.0,1,1,0.5,0.5,0.9,0.15,0.47,0,0,3,6,1,1,12
Kalidou Koulibaly,DF,Chelsea,Senegal,360,4.0,1,0,0.25,0.0,0.5,0.01,0.12,1,0,9,2,3,1,30
Ramin Rezaeian,DF,Sepahan,IR Iran,180,2.0,1,0,0.5,0.0,0.3,0.14,0.13,1,0,5,3,1,0,2
Yassine Bounou,GK,Sevilla,Morocco,570,6.3,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5
Ajdin Hrustic,MF,Hellas Verona,Australia,62,0.7,0,0,0.0,0.0,0.0,0.0,0.04,0,0,0,1,0,0,1
Ali Gholizadeh,MF,Charleroi,IR Iran,199,2.2,0,1,0.0,0.45,0.0,0.07,0.01,0,0,0,3,5,0,2
Pepe,DF,Porto,Portugal,360,4.0,1,0,0.25,0.0,0.4,0.0,0.11,0,0,0,6,2,4,11
Walker Zimmerman,DF,Nashville,United States,279,3.1,0,0,0.0,0.0,0.1,0.0,0.02,0,0,2,4,1,3,15
Daniel James,FW,Fulham,Wales,154,1.7,0,0,0.0,0.0,0.0,0.02,0.0,1,0,1,0,2,0,1
Neco Williams,DF,Nott'ham Forest,Wales,204,2.3,0,0,0.0,0.0,0.1,0.03,0.04,0,0,3,4,4,1,5
Ayase Ueda,FW,Cercle Brugge,Japan,45,0.5,0,0,0.0,0.0,0.0,0.02,0.0,0,0,0,0,0,1,2
Jan Bednarek,DF,Aston Villa,Poland,5,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Assim Madibo,MF,Al Duhail SC,Qatar,153,1.7,0,0,0.0,0.0,0.0,0.02,0.0,1,0,3,2,5,1,0
Christian Fassnacht,FW,Young Boys,Switzerland,8,0.1,0,0,0.0,0.0,0.2,0.0,2.58,0,0,0,0,0,0,1
Emiliano Martínez,GK,Aston Villa,Argentina,690,7.7,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,3
Lovro Majer,MF,Rennes,Croatia,130,1.4,1,0,0.69,0.0,0.7,0.07,0.67,0,0,1,0,1,0,2
Mohammed Al-Breik,DF,Al-Hilal,Saudi Arabia,65,0.7,0,0,0.0,0.0,0.4,0.07,0.51,0,0,0,1,2,0,4
António Silva,DF,Benfica,Portugal,90,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1
Lucas Cavallini,FW,Vancouver,Canada,19,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Martin Hongla,MF,Hellas Verona,Cameroon,121,1.3,0,0,0.0,0.0,0.1,0.05,0.04,0,0,0,2,1,1,3
Mitchell Duke,FW,Fagi Okayama,Australia,270,3.0,1,0,0.33,0.0,0.4,0.01,0.12,1,0,0,2,5,0,1
Rodrigo Bentancur,MF,Tottenham,Uruguay,213,2.4,0,0,0.0,0.0,0.6,0.06,0.26,1,0,8,7,3,0,5
Enzo Ebosse,DF,Udinese,Cameroon,90,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,5
Iliman Ndiaye,FW,Sheffield Utd,Senegal,135,1.5,0,1,0.0,0.67,0.1,0.14,0.09,0,0,0,1,2,0,0
Joshua Kimmich,MF,Bayern Munich,Germany,270,3.0,0,0,0.0,0.0,0.4,0.37,0.12,1,0,2,3,5,1,1
Lucas Paquetá,MF,West Ham,Brazil,314,3.5,1,1,0.29,0.29,0.8,0.43,0.24,0,0,5,2,4,1,4
Tariq Lamptey,DF,Brighton,Ghana,102,1.1,0,0,0.0,0.0,0.1,0.0,0.06,1,0,1,1,0,1,4
Wéverton,GK,Palmeiras,Brazil,11,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Hattan Bahebri,MF,Al-Shabab,Saudi Arabia,4,0.0,0,1,0.0,22.5,0.0,14.37,0.0,1,0,0,0,0,0,0
Ivan Ilić,MF,Hellas Verona,Serbia,34,0.4,0,0,0.0,0.0,0.0,0.04,0.0,0,0,0,1,0,0,0
Jonathan David,FW,Lille,Canada,192,2.1,0,0,0.0,0.0,1.0,0.0,0.49,0,0,1,0,0,0,0
Na Sang-ho,FW,FC Seoul,Korea Republic,119,1.3,0,0,0.0,0.0,0.0,0.09,0.03,0,0,1,0,0,0,2
Thomas Müller,FW,Bayern Munich,Germany,201,2.2,0,0,0.0,0.0,0.3,0.28,0.14,0,0,2,1,4,0,0
Celso Borges,MF,Liga Deportiva Alajuelense,Costa Rica,249,2.8,0,0,0.0,0.0,0.0,0.02,0.0,1,0,1,4,5,3,7
Grzegorz Krychowiak,MF,Al-Shabab,Poland,332,3.7,0,0,0.0,0.0,0.0,0.05,0.01,1,0,4,5,2,3,4
Álvaro Morata,FW,Atlético Madrid,Spain,185,2.1,3,1,1.46,0.49,1.4,0.14,0.79,0,0,1,0,1,1,2
Connor Roberts,DF,Burnley,Wales,200,2.2,0,0,0.0,0.0,0.0,0.16,0.0,0,0,3,1,0,2,7
Leon Goretzka,MF,Bayern Munich,Germany,159,1.8,0,0,0.0,0.0,0.5,0.01,0.26,1,0,3,1,1,0,0
Lucas Hernández,DF,Bayern Munich,France,12,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Memphis,FW,Barcelona,Netherlands,297,3.3,1,0,0.3,0.0,1.5,0.16,0.44,1,0,1,1,4,0,0
Nicolas Jackson,FW,Villarreal,Senegal,17,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Kamil Grosicki,MF,Pogoń Szczecin,Poland,4,0.0,0,0,0.0,0.0,0.0,1.69,0.0,0,0,0,0,0,0,0
Lautaro Martínez,FW,Inter,Argentina,241,2.7,0,0,0.0,0.0,1.8,0.02,0.86,0,0,0,1,0,1,0
Darko Lazović,DF,Hellas Verona,Serbia,25,0.3,0,0,0.0,0.0,0.0,0.0,0.05,0,0,0,0,0,0,0
Ederson,GK,Manchester City,Brazil,90,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Jesús Gallardo,DF,Monterrey,Mexico,270,3.0,0,0,0.0,0.0,0.1,0.01,0.04,0,0,5,1,4,1,10
Jordi Alba,DF,Barcelona,Spain,264,2.9,0,2,0.0,0.68,0.0,0.31,0.01,0,0,4,3,2,0,2
Ko Itakura,DF,M'Gladbach,Japan,270,3.0,0,1,0.0,0.33,0.2,0.03,0.05,2,0,5,4,1,0,16
Leandro Paredes,MF,Juventus,Argentina,225,2.5,0,0,0.0,0.0,0.0,0.02,0.01,2,0,4,3,0,0,4
Timothy Weah,FW,Lille,United States,316,3.5,1,0,0.28,0.0,0.6,0.12,0.18,0,0,0,0,5,0,0
Yunus Musah,MF,Valencia,United States,343,3.8,0,0,0.0,0.0,0.3,0.02,0.08,0,0,6,2,7,0,1
Ansu Fati,FW,Barcelona,Spain,46,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Takefusa Kubo,FW,Real Sociedad,Japan,90,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,3,0,0
Toby Alderweireld,DF,Antwerp,Belgium,270,3.0,0,1,0.0,0.33,0.0,0.11,0.0,0,0,2,0,2,1,19
Gavi,MF,Barcelona,Spain,284,3.2,1,0,0.32,0.0,0.1,0.03,0.04,0,0,4,1,3,0,2
Joe Allen,MF,Swansea City,Wales,94,1.0,0,0,0.0,0.0,0.1,0.05,0.1,0,0,1,1,1,0,4
John Stones,DF,Manchester City,England,434,4.8,0,0,0.0,0.0,0.4,0.01,0.07,0,0,2,1,0,3,8
Ró-Ró,DF,Al Sadd SC,Qatar,262,2.9,0,0,0.0,0.0,0.1,0.0,0.02,0,0,4,8,2,0,3
Andrija Živković,DF,PAOK,Serbia,210,2.3,0,2,0.0,0.86,0.1,0.48,0.03,0,0,3,3,5,0,3
Bassam Al-Rawi,DF,Al Duhail SC,Qatar,90,1.0,0,0,0.0,0.0,0.0,0.03,0.0,0,0,0,0,0,0,7
Harry Maguire,DF,Manchester Utd,England,429,4.8,0,1,0.0,0.21,0.4,0.01,0.08,1,0,3,4,1,3,18
Mattéo Guendouzi,FW,Marseille,France,78,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Michael Estrada,FW,Cruz Azul,Ecuador,225,2.5,0,0,0.0,0.0,0.3,0.01,0.13,0,0,0,0,3,1,0
Idrissa Gana Gueye,MF,Everton,Senegal,270,3.0,0,0,0.0,0.0,0.3,0.03,0.11,2,0,1,5,3,0,3
Miloš Degenek,DF,Columbus Crew,Australia,183,2.0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,4,1,1,1,9
Krzysztof Piątek,FW,Salernitana,Poland,28,0.3,0,0,0.0,0.0,0.0,0.0,0.09,0,0,0,0,0,0,0
Sergiño Dest,DF,Milan,United States,305,3.4,0,1,0.0,0.3,0.2,0.15,0.07,1,0,2,2,3,0,7
Breel Embolo,FW,Monaco,Switzerland,323,3.6,2,0,0.56,0.0,2.3,0.03,0.64,0,0,0,0,2,0,1
Dayot Upamecano,DF,Bayern Munich,France,480,5.3,0,0,0.0,0.0,0.0,0.02,0.01,0,0,7,6,1,4,13
Edimilson Fernandes,FW,Mainz 05,Switzerland,145,1.6,0,0,0.0,0.0,0.0,0.21,0.02,0,0,1,2,3,0,3
Olivier Giroud,FW,Milan,France,419,4.7,4,0,0.86,0.0,3.4,0.03,0.72,1,0,0,1,1,0,5
Raúl Jiménez,FW,Wolves,Mexico,59,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
Maya Yoshida,DF,Schalke 04,Japan,390,4.3,0,1,0.0,0.23,0.0,0.09,0.0,1,0,4,3,3,3,24
Nemanja Gudelj,MF,Sevilla,Serbia,92,1.0,0,0,0.0,0.0,0.0,0.0,0.0,2,0,2,2,2,0,1
Ethan Ampadu,MF,Spezia,Wales,255,2.8,0,0,0.0,0.0,0.0,0.04,0.01,0,0,3,4,5,4,10
Frenkie de Jong,MF,Barcelona,Netherlands,475,5.3,1,1,0.19,0.19,0.9,0.04,0.18,1,0,5,6,3,3,3
Awer Mabil,MF,Cádiz,Australia,24,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0
Bruno Guimarães,MF,Newcastle Utd,Brazil,69,0.8,0,0,0.0,0.0,0.7,0.0,0.92,1,0,0,0,1,0,0
Cho Yumin,FW,Daejeon Citizen FC,Korea Republic,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Badr Banoun,DF,Qatar SC,Morocco,54,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,3
Brennan Johnson,FW,Nott'ham Forest,Wales,91,1.0,0,0,0.0,0.0,0.2,0.0,0.21,0,0,0,0,1,0,1
Nemanja Radonjić,DF,Torino,Serbia,60,0.7,0,0,0.0,0.0,0.1,0.05,0.15,0,0,0,0,0,0,1
Nico Schlotterbeck,DF,Dortmund,Germany,94,1.0,0,0,0.0,0.0,0.0,0.07,0.0,0,0,3,1,1,1,1
Vitinha,MF,Paris S-G,Portugal,120,1.3,0,0,0.0,0.0,0.1,0.03,0.05,1,0,2,1,0,0,1
Abdul Fatawu Issahaku,FW,Sporting CP,Ghana,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Alex Telles,DF,Sevilla,Brazil,59,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,1
Alidu Seidu,DF,Clermont Foot,Ghana,155,1.7,0,0,0.0,0.0,0.0,0.0,0.01,2,0,4,0,5,0,3
Ellyes Skhiri,MF,Köln,Tunisia,270,3.0,0,0,0.0,0.0,0.1,0.05,0.02,0,0,3,7,2,0,3
Dominik Livaković,GK,Dinamo Zagreb,Croatia,690,7.7,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
Kingsley Coman,FW,Bayern Munich,France,169,1.9,0,0,0.0,0.0,0.2,0.05,0.1,0,0,2,2,3,0,1
Pau Torres,DF,Villarreal,Spain,90,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,2
Ali Karimi,MF,Kayserispor,IR Iran,99,1.1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3,3,0,0,1
Djorkaeff Reasco,FW,Newell's OB,Ecuador,27,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
Garang Kuol,FW,Central Coast,Australia,37,0.4,0,0,0.0,0.0,0.4,0.0,0.92,0,0,0,1,0,0,0
Jerome Ngom Mbekeli,MF,Colombe Sportive du Dja et Lobo,Cameroon,5,0.1,0,0,0.0,0.0,0.0,2.23,0.0,0,0,0,0,0,0,1
Kendall Waston,DF,Deportivo Saprissa,Costa Rica,225,2.5,0,0,0.0,0.0,0.2,0.0,0.06,0,0,4,5,1,1,14
Neymar,MF,Paris S-G,Brazil,279,3.1,2,0,0.65,0.0,2.7,0.29,0.98,0,0,0,1,2,0,0
Salis Abdul Samed,MF,Lens,Ghana,250,2.8,0,0,0.0,0.0,0.0,0.01,0.01,0,0,2,4,1,1,8
Keylor Navas,GK,Paris S-G,Costa Rica,270,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,2
Yannick Carrasco,FW,Atlético Madrid,Belgium,116,1.3,0,0,0.0,0.0,0.3,0.0,0.22,1,0,4,1,2,0,4
Asiri Haitham,FW,Al-Ahli,Saudi Arabia,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,1
Dejan Lovren,DF,Zenit,Croatia,600,6.7,0,1,0.0,0.15,0.3,0.01,0.04,1,0,2,6,2,5,29
Devis Epassy,GK,Abha,Cameroon,180,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2
Ferrán Torres,FW,Barcelona,Spain,217,2.4,2,0,0.83,0.0,1.0,0.07,0.42,0,0,0,0,1,0,0
Gleison Bremer,DF,Juventus,Brazil,109,1.2,0,0,0.0,0.0,0.2,0.0,0.14,0,0,1,1,1,0,6
Luis Suárez,FW,Nacional,Uruguay,146,1.6,0,1,0.0,0.62,0.4,0.04,0.26,1,0,0,0,0,0,2
Marcelo Brozović,MF,Inter,Croatia,552,6.1,0,0,0.0,0.0,0.5,0.03,0.09,1,0,7,4,6,7,7
Trent Alexander-Arnold,DF,Liverpool,England,34,0.4,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Eric Dier,DF,Tottenham,England,36,0.4,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
João Cancelo,DF,Manchester City,Portugal,310,3.4,0,0,0.0,0.0,0.0,0.0,0.01,0,0,3,2,0,1,8
Morteza Pouraliganji,DF,Persepolis,IR Iran,270,3.0,0,0,0.0,0.0,0.1,0.07,0.03,1,0,2,6,2,3,10
Álvaro Zamora,MF,Deportivo Saprissa,Costa Rica,30,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
Dylan Bronn,DF,Salernitana,Tunisia,162,1.8,0,0,0.0,0.0,0.1,0.0,0.04,0,0,2,0,1,1,0
Jesper Lindstrøm,MF,Eint Frankfurt,Denmark,200,2.2,0,0,0.0,0.0,0.3,0.0,0.14,0,0,1,1,4,0,1
Sergio Busquets,MF,Barcelona,Spain,363,4.0,0,0,0.0,0.0,0.1,0.02,0.04,1,0,4,1,2,0,1
Cristiano Ronaldo,FW,Manchester Utd,Portugal,290,3.2,1,0,0.31,0.0,1.6,0.04,0.51,0,0,0,0,0,0,1
Yuto Nagatomo,MF,FC Tokyo,Japan,209,2.3,0,0,0.0,0.0,0.0,0.05,0.0,0,0,2,0,2,0,3
